State,year,tot_n_FI,FI_rate_black,FI_rate_hispanic,FI_rate_white
AL,2021.00,108230.00,0.28000,0.10000,0.10000
AL,2021.00,107990.00,0.27000,0.13000,0.11000
AL,2021.00,117330.00,0.25000,0.14000,0.11000
AL,2021.00,115370.00,0.28000,0.12000,0.11000
AL,2021.00,98560.00,0.25000,0.12000,0.09000
AL,2021.00,85870.00,0.21000,0.10000,0.08000
AL,2021.00,113200.00,0.28000,0.12000,0.12000
AK,2021.00,78260.00,0.19000,0.13000,0.08000
AZ,2021.00,96960.00,0.19000,0.14000,0.09000
AZ,2021.00,85680.00,0.20000,0.14000,0.09000
AZ,2021.00,93530.00,0.17000,0.14000,0.10000
AZ,2021.00,88370.00,0.14000,0.13000,0.09000
AZ,2021.00,60460.00,0.14000,0.10000,0.06000
AZ,2021.00,72830.00,0.21000,0.13000,0.07000
AZ,2021.00,100990.00,0.23000,0.15000,0.12000
AZ,2021.00,68490.00,0.14000,0.12000,0.07000
AZ,2021.00,84380.00,0.24000,0.14000,0.09000
AR,2021.00,130910.00,0.29000,0.19000,0.15000
AR,2021.00,110370.00,0.23000,0.17000,0.12000
AR,2021.00,116470.00,0.25000,0.15000,0.13000
AR,2021.00,109800.00,0.24000,0.17000,0.14000
CA,2021.00,91180.00,0.24000,0.15000,0.08000
CA,2021.00,77560.00,0.19000,0.13000,0.06000
CA,2021.00,77500.00,0.13000,0.12000,0.07000
CA,2021.00,65490.00,0.08000,0.12000,0.05000
CA,2021.00,70340.00,0.16000,0.11000,0.06000
CA,2021.00,93040.00,0.21000,0.14000,0.08000
CA,2021.00,71670.00,0.17000,0.12000,0.05000
CA,2021.00,93940.00,0.24000,0.15000,0.09000
CA,2021.00,86480.00,0.17000,0.13000,0.06000
CA,2021.00,76110.00,0.13000,0.13000,0.07000
CA,2021.00,66540.00,0.16000,0.12000,0.03000
CA,2021.00,90190.00,0.25000,0.13000,0.06000
CA,2021.00,81430.00,0.19000,0.12000,0.05000
CA,2021.00,61760.00,0.12000,0.10000,0.03000
CA,2021.00,52970.00,0.14000,0.09000,0.03000
CA,2021.00,129090.00,0.28000,0.18000,0.11000
CA,2021.00,61750.00,0.16000,0.10000,0.04000
CA,2021.00,51370.00,0.16000,0.10000,0.02000
CA,2021.00,58700.00,0.12000,0.10000,0.03000
CA,2021.00,67500.00,0.13000,0.12000,0.06000
CA,2021.00,104060.00,0.25000,0.16000,0.09000
CA,2021.00,91220.00,0.18000,0.15000,0.07000
CA,2021.00,89320.00,0.22000,0.15000,0.09000
CA,2021.00,80030.00,0.19000,0.13000,0.07000
CA,2021.00,60590.00,0.20000,0.12000,0.05000
CA,2021.00,62310.00,0.13000,0.12000,0.05000
CA,2021.00,71630.00,0.14000,0.11000,0.05000
CA,2021.00,98940.00,0.22000,0.14000,0.11000
CA,2021.00,92680.00,0.21000,0.14000,0.11000
CA,2021.00,90170.00,0.17000,0.12000,0.07000
CA,2021.00,68720.00,0.19000,0.13000,0.07000
CA,2021.00,63700.00,0.14000,0.12000,0.07000
CA,2021.00,71330.00,0.20000,0.11000,0.05000
CA,2021.00,117010.00,0.31000,0.16000,0.11000
CA,2021.00,66960.00,0.17000,0.12000,0.07000
CA,2021.00,90030.00,0.20000,0.15000,0.08000
CA,2021.00,93060.00,0.20000,0.14000,0.08000
CA,2021.00,56750.00,0.14000,0.11000,0.06000
CA,2021.00,66860.00,0.11000,0.11000,0.04000
CA,2021.00,88190.00,0.23000,0.15000,0.11000
CA,2021.00,67280.00,0.15000,0.12000,0.07000
CA,2021.00,59480.00,0.05000,0.10000,0.04000
CA,2021.00,86320.00,0.20000,0.14000,0.06000
CA,2021.00,80650.00,0.17000,0.14000,0.10000
CA,2021.00,67230.00,0.12000,0.10000,0.04000
CA,2021.00,69300.00,0.17000,0.12000,0.08000
CA,2021.00,79690.00,0.22000,0.13000,0.06000
CA,2021.00,67700.00,0.13000,0.11000,0.05000
CA,2021.00,63390.00,0.18000,0.11000,0.04000
CA,2021.00,74360.00,0.21000,0.12000,0.06000
CA,2021.00,99370.00,0.24000,0.16000,0.09000
CA,2021.00,69550.00,0.17000,0.11000,0.05000
CA,2021.00,71570.00,0.18000,0.11000,0.07000
CO,2021.00,86630.00,0.17000,0.17000,0.07000
CO,2021.00,70120.00,0.11000,0.15000,0.07000
CO,2021.00,76640.00,0.16000,0.18000,0.08000
CO,2021.00,76730.00,0.15000,0.16000,0.05000
CO,2021.00,82880.00,0.12000,0.18000,0.07000
CO,2021.00,65310.00,0.11000,0.15000,0.05000
CO,2021.00,75340.00,0.12000,0.16000,0.06000
CT,2021.00,73710.00,0.20000,0.23000,0.06000
CT,2021.00,75270.00,0.22000,0.21000,0.07000
CT,2021.00,79190.00,0.22000,0.21000,0.07000
CT,2021.00,71040.00,0.21000,0.21000,0.05000
CT,2021.00,81100.00,0.22000,0.23000,0.07000
DE,2021.00,99530.00,0.18000,0.18000,0.08000
DC,2021.00,68900.00,0.19000,0.09000,0.00000
FL,2021.00,95680.00,0.20000,0.10000,0.08000
FL,2021.00,89900.00,0.19000,0.11000,0.09000
FL,2021.00,85800.00,0.22000,0.13000,0.09000
FL,2021.00,75330.00,0.15000,0.09000,0.06000
FL,2021.00,97890.00,0.23000,0.13000,0.11000
FL,2021.00,91490.00,0.19000,0.11000,0.08000
FL,2021.00,74850.00,0.19000,0.10000,0.07000
FL,2021.00,85150.00,0.16000,0.11000,0.07000
FL,2021.00,108610.00,0.16000,0.11000,0.08000
FL,2021.00,100120.00,0.20000,0.11000,0.07000
FL,2021.00,96780.00,0.18000,0.12000,0.09000
FL,2021.00,86940.00,0.14000,0.10000,0.08000
FL,2021.00,84650.00,0.21000,0.11000,0.08000
FL,2021.00,90430.00,0.24000,0.12000,0.08000
FL,2021.00,88910.00,0.18000,0.10000,0.08000
FL,2021.00,82380.00,0.16000,0.09000,0.07000
FL,2021.00,97770.00,0.18000,0.12000,0.08000
FL,2021.00,73870.00,0.15000,0.09000,0.07000
FL,2021.00,89480.00,0.19000,0.10000,0.07000
FL,2021.00,76690.00,0.19000,0.10000,0.10000
FL,2021.00,76640.00,0.16000,0.10000,0.07000
FL,2021.00,80290.00,0.17000,0.09000,0.07000
FL,2021.00,68900.00,0.16000,0.08000,0.07000
FL,2021.00,88360.00,0.22000,0.12000,0.09000
FL,2021.00,76310.00,0.17000,0.10000,0.07000
FL,2021.00,73730.00,0.21000,0.09000,0.07000
FL,2021.00,77420.00,0.20000,0.10000,0.07000
GA,2021.00,95980.00,0.19000,0.15000,0.08000
GA,2021.00,95510.00,0.23000,0.16000,0.10000
GA,2021.00,83000.00,0.17000,0.12000,0.07000
GA,2021.00,69300.00,0.14000,0.12000,0.07000
GA,2021.00,90450.00,0.21000,0.12000,0.07000
GA,2021.00,58460.00,0.16000,0.11000,0.03000
GA,2021.00,69710.00,0.13000,0.11000,0.04000
GA,2021.00,96160.00,0.20000,0.16000,0.08000
GA,2021.00,91690.00,0.18000,0.12000,0.08000
GA,2021.00,77050.00,0.17000,0.12000,0.07000
GA,2021.00,74080.00,0.13000,0.12000,0.06000
GA,2021.00,103160.00,0.20000,0.14000,0.09000
GA,2021.00,68750.00,0.13000,0.12000,0.08000
GA,2021.00,83360.00,0.14000,0.13000,0.09000
HI,2021.00,80070.00,,0.15000,0.07000
HI,2021.00,90900.00,,0.17000,0.08000
ID,2021.00,81620.00,,0.14000,0.07000
ID,2021.00,75020.00,,0.15000,0.08000
IL,2021.00,81760.00,0.19000,0.11000,0.05000
IL,2021.00,79520.00,0.16000,0.14000,0.08000
IL,2021.00,57340.00,0.16000,0.11000,0.06000
IL,2021.00,66650.00,0.21000,0.13000,0.08000
IL,2021.00,63200.00,0.16000,0.11000,0.06000
IL,2021.00,50620.00,0.13000,0.09000,0.04000
IL,2021.00,96610.00,0.24000,0.14000,0.07000
IL,2021.00,50850.00,0.16000,0.11000,0.06000
IL,2021.00,69080.00,0.19000,0.12000,0.06000
IL,2021.00,57790.00,0.18000,0.12000,0.05000
IL,2021.00,54700.00,0.14000,0.11000,0.05000
IL,2021.00,75550.00,0.20000,0.15000,0.09000
IL,2021.00,73100.00,0.25000,0.16000,0.09000
IL,2021.00,40670.00,0.04000,0.09000,0.04000
IL,2021.00,70210.00,0.25000,0.14000,0.08000
IL,2021.00,72040.00,0.21000,0.13000,0.08000
IL,2021.00,83600.00,0.27000,0.16000,0.09000
IL,2021.00,58000.00,0.21000,0.12000,0.07000
IN,2021.00,77080.00,0.21000,0.16000,0.09000
IN,2021.00,77670.00,0.23000,0.16000,0.10000
IN,2021.00,79160.00,0.24000,0.16000,0.09000
IN,2021.00,74970.00,0.18000,0.16000,0.10000
IN,2021.00,74240.00,0.17000,0.15000,0.08000
IN,2021.00,81590.00,0.20000,0.17000,0.11000
IN,2021.00,98270.00,0.22000,0.17000,0.12000
IN,2021.00,84280.00,0.23000,0.18000,0.11000
IN,2021.00,83220.00,0.20000,0.16000,0.10000
IA,2021.00,55290.00,,0.13000,0.07000
IA,2021.00,65030.00,,0.12000,0.08000
IA,2021.00,61920.00,,0.12000,0.06000
IA,2021.00,56050.00,,0.13000,0.07000
KS,2021.00,69410.00,0.25000,0.15000,0.09000
KS,2021.00,79770.00,0.24000,0.17000,0.09000
KS,2021.00,60030.00,0.21000,0.14000,0.06000
KS,2021.00,82220.00,0.25000,0.17000,0.09000
KY,2021.00,98080.00,0.22000,0.16000,0.13000
KY,2021.00,98090.00,0.19000,0.16000,0.12000
KY,2021.00,76130.00,0.21000,0.13000,0.10000
KY,2021.00,78760.00,0.20000,0.14000,0.10000
KY,2021.00,137940.00,0.22000,0.21000,0.17000
KY,2021.00,90770.00,0.21000,0.15000,0.12000
LA,2021.00,105120.00,0.21000,0.14000,0.09000
LA,2021.00,125430.00,0.23000,0.16000,0.11000
LA,2021.00,103240.00,0.22000,0.15000,0.10000
LA,2021.00,121280.00,0.24000,0.15000,0.11000
LA,2021.00,125690.00,0.25000,0.16000,0.11000
LA,2021.00,102350.00,0.17000,0.14000,0.08000
ME,2021.00,64200.00,,,0.09000
ME,2021.00,80090.00,,,0.12000
MD,2021.00,77510.00,0.20000,0.11000,0.05000
MD,2021.00,81340.00,0.18000,0.11000,0.07000
MD,2021.00,68600.00,0.17000,0.09000,0.05000
MD,2021.00,69610.00,0.14000,0.10000,0.03000
MD,2021.00,55330.00,0.08000,0.07000,0.04000
MD,2021.00,89090.00,0.17000,0.10000,0.07000
MD,2021.00,89850.00,0.22000,0.10000,0.05000
MD,2021.00,69640.00,0.17000,0.09000,0.03000
MA,2021.00,74770.00,0.23000,0.21000,0.06000
MA,2021.00,67600.00,0.20000,0.16000,0.06000
MA,2021.00,68420.00,0.16000,0.16000,0.05000
MA,2021.00,49570.00,0.17000,0.13000,0.04000
MA,2021.00,52500.00,0.19000,0.11000,0.05000
MA,2021.00,47920.00,0.18000,0.14000,0.04000
MA,2021.00,90690.00,0.21000,0.17000,0.09000
MA,2021.00,53950.00,0.18000,0.13000,0.05000
MA,2021.00,58610.00,0.20000,0.17000,0.05000
MI,2021.00,83580.00,0.30000,0.17000,0.10000
MI,2021.00,77510.00,0.26000,0.14000,0.09000
MI,2021.00,72830.00,0.27000,0.17000,0.08000
MI,2021.00,89800.00,0.24000,0.18000,0.11000
MI,2021.00,97930.00,0.28000,0.19000,0.11000
MI,2021.00,79990.00,0.29000,0.16000,0.10000
MI,2021.00,72980.00,0.24000,0.15000,0.09000
MI,2021.00,73790.00,0.26000,0.15000,0.08000
MI,2021.00,84430.00,0.25000,0.13000,0.09000
MI,2021.00,78150.00,0.21000,0.15000,0.09000
MI,2021.00,61410.00,0.20000,0.12000,0.07000
MI,2021.00,90380.00,0.23000,0.15000,0.11000
MI,2021.00,123050.00,0.28000,0.20000,0.15000
MI,2021.00,91990.00,0.24000,0.20000,0.10000
MN,2021.00,46470.00,0.29000,0.18000,0.05000
MN,2021.00,33640.00,0.19000,0.16000,0.03000
MN,2021.00,38440.00,0.21000,0.15000,0.03000
MN,2021.00,56540.00,0.26000,0.17000,0.05000
MN,2021.00,66880.00,0.28000,0.17000,0.06000
MN,2021.00,37630.00,0.24000,0.13000,0.04000
MN,2021.00,52780.00,0.31000,0.19000,0.06000
MN,2021.00,57620.00,0.32000,0.19000,0.07000
MS,2021.00,108310.00,0.23000,0.18000,0.11000
MS,2021.00,125570.00,0.27000,0.22000,0.11000
MS,2021.00,110090.00,0.24000,0.20000,0.11000
MS,2021.00,136630.00,0.29000,0.21000,0.13000
MO,2021.00,91390.00,0.26000,0.12000,0.10000
MO,2021.00,58600.00,0.19000,0.08000,0.06000
MO,2021.00,79330.00,0.21000,0.09000,0.08000
MO,2021.00,101390.00,0.28000,0.13000,0.11000
MO,2021.00,95520.00,0.26000,0.12000,0.10000
MO,2021.00,84390.00,0.23000,0.10000,0.09000
MO,2021.00,101860.00,0.29000,0.13000,0.11000
MO,2021.00,102690.00,0.34000,0.16000,0.12000
MT,2021.00,93720.00,,0.13000,0.08000
NE,2021.00,65560.00,0.28000,0.20000,0.09000
NE,2021.00,69440.00,0.30000,0.19000,0.08000
NE,2021.00,60670.00,0.30000,0.20000,0.09000
NV,2021.00,121960.00,0.28000,0.16000,0.14000
NV,2021.00,80280.00,0.20000,0.13000,0.08000
NV,2021.00,102580.00,0.16000,0.12000,0.08000
NV,2021.00,104720.00,0.19000,0.13000,0.09000
NH,2021.00,44400.00,,0.23000,0.07000
NH,2021.00,49540.00,,0.21000,0.07000
NJ,2021.00,70290.00,0.16000,0.18000,0.05000
NJ,2021.00,71060.00,0.20000,0.18000,0.05000
NJ,2021.00,51230.00,0.08000,0.12000,0.04000
NJ,2021.00,69960.00,0.12000,0.13000,0.04000
NJ,2021.00,49980.00,0.09000,0.11000,0.03000
NJ,2021.00,65490.00,0.13000,0.15000,0.05000
NJ,2021.00,44730.00,0.08000,0.11000,0.02000
NJ,2021.00,101320.00,0.21000,0.16000,0.07000
NJ,2021.00,90100.00,0.19000,0.15000,0.06000
NJ,2021.00,95230.00,0.19000,0.17000,0.07000
NJ,2021.00,47630.00,0.07000,0.10000,0.02000
NJ,2021.00,55420.00,0.14000,0.14000,0.04000
NM,2021.00,85630.00,0.23000,0.13000,0.08000
NM,2021.00,106830.00,0.20000,0.15000,0.10000
NM,2021.00,92760.00,0.22000,0.13000,0.08000
NY,2021.00,43720.00,0.08000,0.12000,0.03000
NY,2021.00,36830.00,0.05000,0.10000,0.02000
NY,2021.00,47070.00,0.09000,0.12000,0.02000
NY,2021.00,40850.00,0.05000,0.10000,0.01000
NY,2021.00,85590.00,0.09000,0.15000,0.08000
NY,2021.00,100660.00,0.17000,0.14000,0.07000
NY,2021.00,114010.00,0.24000,0.18000,0.11000
NY,2021.00,104520.00,0.18000,0.20000,0.10000
NY,2021.00,100640.00,0.19000,0.18000,0.08000
NY,2021.00,113330.00,0.23000,0.17000,0.09000
NY,2021.00,89080.00,0.19000,0.15000,0.06000
NY,2021.00,87620.00,0.23000,0.17000,0.06000
NY,2021.00,160200.00,0.25000,0.22000,0.11000
NY,2021.00,96430.00,0.19000,0.16000,0.09000
NY,2021.00,168940.00,0.29000,0.24000,0.20000
NY,2021.00,78230.00,0.15000,0.17000,0.04000
NY,2021.00,65860.00,0.09000,0.13000,0.05000
NY,2021.00,58420.00,0.13000,0.13000,0.04000
NY,2021.00,67800.00,0.16000,0.17000,0.06000
NY,2021.00,75190.00,0.23000,0.19000,0.06000
NY,2021.00,75030.00,0.20000,0.17000,0.07000
NY,2021.00,71560.00,0.28000,0.20000,0.07000
NY,2021.00,80270.00,0.23000,0.21000,0.08000
NY,2021.00,76330.00,0.25000,0.21000,0.07000
NY,2021.00,75260.00,0.23000,0.22000,0.05000
NY,2021.00,90510.00,0.21000,0.22000,0.07000
NY,2021.00,61210.00,0.14000,0.18000,0.05000
NC,2021.00,102020.00,0.24000,0.18000,0.09000
NC,2021.00,86620.00,0.18000,0.16000,0.06000
NC,2021.00,98720.00,0.23000,0.19000,0.09000
NC,2021.00,90900.00,0.20000,0.16000,0.07000
NC,2021.00,100130.00,0.23000,0.19000,0.10000
NC,2021.00,95830.00,0.21000,0.17000,0.08000
NC,2021.00,98830.00,0.22000,0.19000,0.09000
NC,2021.00,101510.00,0.21000,0.18000,0.09000
NC,2021.00,85760.00,0.23000,0.16000,0.06000
NC,2021.00,106680.00,0.23000,0.18000,0.09000
NC,2021.00,104330.00,0.23000,0.19000,0.10000
NC,2021.00,82030.00,0.19000,0.16000,0.07000
NC,2021.00,95520.00,0.23000,0.18000,0.08000
ND,2021.00,42290.00,,,0.04000
OH,2021.00,87500.00,0.26000,0.17000,0.09000
OH,2021.00,91150.00,0.20000,0.15000,0.11000
OH,2021.00,108860.00,0.24000,0.18000,0.12000
OH,2021.00,85560.00,0.24000,0.18000,0.10000
OH,2021.00,74540.00,0.24000,0.15000,0.09000
OH,2021.00,94460.00,0.21000,0.16000,0.12000
OH,2021.00,77900.00,0.26000,0.18000,0.09000
OH,2021.00,82290.00,0.19000,0.18000,0.10000
OH,2021.00,106760.00,0.29000,0.21000,0.12000
OH,2021.00,86470.00,0.24000,0.17000,0.11000
OH,2021.00,109360.00,0.26000,0.23000,0.12000
OH,2021.00,75470.00,0.18000,0.13000,0.08000
OH,2021.00,100100.00,0.27000,0.23000,0.12000
OH,2021.00,63490.00,0.19000,0.16000,0.08000
OH,2021.00,82600.00,0.16000,0.15000,0.10000
OH,2021.00,64780.00,0.22000,0.16000,0.08000
OK,2021.00,112820.00,0.26000,0.13000,0.11000
OK,2021.00,119160.00,0.24000,0.16000,0.14000
OK,2021.00,105080.00,0.22000,0.14000,0.11000
OK,2021.00,110320.00,0.23000,0.13000,0.11000
OK,2021.00,114260.00,0.25000,0.14000,0.11000
OR,2021.00,76590.00,0.22000,0.16000,0.08000
OR,2021.00,93910.00,0.24000,0.18000,0.10000
OR,2021.00,88030.00,0.26000,0.18000,0.09000
OR,2021.00,105870.00,0.23000,0.19000,0.12000
OR,2021.00,82860.00,0.22000,0.17000,0.09000
PA,2021.00,51740.00,0.15000,0.14000,0.05000
PA,2021.00,115780.00,0.23000,0.24000,0.11000
PA,2021.00,92760.00,0.22000,0.19000,0.10000
PA,2021.00,47650.00,0.15000,0.13000,0.05000
PA,2021.00,66390.00,0.21000,0.15000,0.06000
PA,2021.00,58090.00,0.20000,0.19000,0.05000
PA,2021.00,63740.00,0.18000,0.18000,0.06000
PA,2021.00,75790.00,0.19000,0.19000,0.09000
PA,2021.00,68610.00,0.17000,0.18000,0.08000
PA,2021.00,57440.00,0.22000,0.19000,0.06000
PA,2021.00,53290.00,0.17000,0.17000,0.06000
PA,2021.00,61760.00,0.29000,0.19000,0.09000
PA,2021.00,68080.00,0.22000,0.18000,0.08000
PA,2021.00,65690.00,0.25000,0.15000,0.08000
PA,2021.00,67720.00,0.31000,0.18000,0.09000
PA,2021.00,72370.00,0.29000,0.22000,0.09000
PA,2021.00,55220.00,0.20000,0.13000,0.06000
PA,2021.00,77010.00,0.26000,0.18000,0.08000
RI,2021.00,60530.00,0.20000,0.16000,0.07000
RI,2021.00,41600.00,0.17000,0.14000,0.06000
SC,2021.00,68300.00,0.15000,0.09000,0.06000
SC,2021.00,66400.00,0.16000,0.11000,0.06000
SC,2021.00,76580.00,0.19000,0.12000,0.08000
SC,2021.00,71150.00,0.20000,0.11000,0.06000
SC,2021.00,70020.00,0.18000,0.10000,0.07000
SC,2021.00,76480.00,0.21000,0.12000,0.10000
SC,2021.00,86420.00,0.21000,0.13000,0.08000
SD,2021.00,72900.00,,0.11000,0.07000
TN,2021.00,109010.00,0.23000,0.23000,0.12000
TN,2021.00,84650.00,0.22000,0.18000,0.10000
TN,2021.00,93380.00,0.22000,0.18000,0.11000
TN,2021.00,89190.00,0.18000,0.17000,0.10000
TN,2021.00,82810.00,0.20000,0.17000,0.09000
TN,2021.00,94430.00,0.18000,0.17000,0.10000
TN,2021.00,80650.00,0.18000,0.15000,0.09000
TN,2021.00,74390.00,0.20000,0.15000,0.09000
TN,2021.00,92460.00,0.24000,0.18000,0.12000
TX,2021.00,106580.00,0.24000,0.17000,0.09000
TX,2021.00,108240.00,0.20000,0.14000,0.06000
TX,2021.00,107140.00,0.19000,0.12000,0.06000
TX,2021.00,108710.00,0.23000,0.14000,0.08000
TX,2021.00,103380.00,0.25000,0.15000,0.08000
TX,2021.00,96170.00,0.19000,0.13000,0.07000
TX,2021.00,110950.00,0.25000,0.15000,0.07000
TX,2021.00,123110.00,0.22000,0.14000,0.07000
TX,2021.00,127510.00,0.24000,0.17000,0.12000
TX,2021.00,115460.00,0.19000,0.13000,0.06000
TX,2021.00,113530.00,0.21000,0.15000,0.08000
TX,2021.00,106660.00,0.24000,0.13000,0.07000
TX,2021.00,95530.00,0.27000,0.16000,0.09000
TX,2021.00,108620.00,0.24000,0.15000,0.08000
TX,2021.00,145910.00,0.16000,0.19000,0.08000
TX,2021.00,123510.00,0.22000,0.18000,0.10000
TX,2021.00,113290.00,0.26000,0.16000,0.10000
TX,2021.00,138900.00,0.27000,0.17000,0.09000
TX,2021.00,104440.00,0.26000,0.17000,0.09000
TX,2021.00,128300.00,0.24000,0.18000,0.11000
TX,2021.00,108900.00,0.24000,0.15000,0.07000
TX,2021.00,93290.00,0.14000,0.12000,0.05000
TX,2021.00,116860.00,0.17000,0.17000,0.07000
TX,2021.00,99750.00,0.24000,0.13000,0.07000
TX,2021.00,100710.00,0.21000,0.14000,0.07000
TX,2021.00,102720.00,0.17000,0.12000,0.06000
TX,2021.00,109750.00,0.25000,0.17000,0.09000
TX,2021.00,119260.00,0.17000,0.18000,0.08000
TX,2021.00,119300.00,0.27000,0.17000,0.13000
TX,2021.00,109740.00,0.23000,0.16000,0.10000
TX,2021.00,116790.00,0.21000,0.14000,0.07000
TX,2021.00,94520.00,0.23000,0.14000,0.06000
TX,2021.00,110050.00,0.29000,0.16000,0.13000
TX,2021.00,127530.00,0.27000,0.19000,0.10000
TX,2021.00,125170.00,0.24000,0.18000,0.11000
TX,2021.00,117630.00,0.22000,0.16000,0.10000
UT,2021.00,74100.00,,0.15000,0.08000
UT,2021.00,84140.00,,0.16000,0.10000
UT,2021.00,76550.00,,0.16000,0.09000
UT,2021.00,82190.00,,0.15000,0.08000
VT,2021.00,57150.00,,,0.09000
VA,2021.00,53260.00,0.11000,0.11000,0.04000
VA,2021.00,59000.00,0.18000,0.13000,0.06000
VA,2021.00,74260.00,0.20000,0.15000,0.07000
VA,2021.00,71710.00,0.19000,0.13000,0.06000
VA,2021.00,63100.00,0.17000,0.14000,0.07000
VA,2021.00,72570.00,0.22000,0.15000,0.07000
VA,2021.00,55680.00,0.14000,0.13000,0.04000
VA,2021.00,62690.00,0.18000,0.12000,0.03000
VA,2021.00,91530.00,0.21000,0.18000,0.10000
VA,2021.00,46260.00,0.06000,0.10000,0.02000
VA,2021.00,54210.00,0.11000,0.11000,0.03000
WA,2021.00,54850.00,0.14000,0.15000,0.05000
WA,2021.00,66960.00,0.16000,0.16000,0.08000
WA,2021.00,75840.00,0.20000,0.17000,0.08000
WA,2021.00,69950.00,0.22000,0.19000,0.08000
WA,2021.00,81240.00,0.26000,0.20000,0.09000
WA,2021.00,69980.00,0.22000,0.18000,0.08000
WA,2021.00,73130.00,0.24000,0.16000,0.07000
WA,2021.00,50620.00,0.15000,0.16000,0.05000
WA,2021.00,73810.00,0.24000,0.16000,0.07000
WA,2021.00,71790.00,0.19000,0.16000,0.08000
WV,2021.00,64480.00,0.23000,,0.12000
WV,2021.00,64360.00,0.21000,,0.11000
WV,2021.00,79880.00,0.23000,,0.14000
WI,2021.00,47500.00,0.25000,0.16000,0.05000
WI,2021.00,52350.00,0.23000,0.17000,0.05000
WI,2021.00,56390.00,0.25000,0.17000,0.07000
WI,2021.00,79130.00,0.26000,0.19000,0.08000
WI,2021.00,41040.00,0.21000,0.16000,0.04000
WI,2021.00,48810.00,0.28000,0.17000,0.05000
WI,2021.00,51620.00,0.21000,0.19000,0.06000
WI,2021.00,50540.00,0.27000,0.17000,0.05000
WY,2021.00,61200.00,,0.11000,0.10000
AL,2020.00,100850.00,0.29000,0.12000,0.09000
AL,2020.00,103190.00,0.28000,0.15000,0.10000
AL,2020.00,105410.00,0.26000,0.15000,0.11000
AL,2020.00,106310.00,0.28000,0.15000,0.11000
AL,2020.00,94840.00,0.26000,0.14000,0.09000
AL,2020.00,80700.00,0.22000,0.12000,0.08000
AL,2020.00,120070.00,0.29000,0.14000,0.12000
AK,2020.00,79670.00,0.20000,0.15000,0.07000
AZ,2020.00,109240.00,0.23000,0.17000,0.09000
AZ,2020.00,87540.00,0.22000,0.18000,0.09000
AZ,2020.00,93130.00,0.20000,0.18000,0.11000
AZ,2020.00,97360.00,0.16000,0.16000,0.10000
AZ,2020.00,66630.00,0.16000,0.14000,0.06000
AZ,2020.00,76260.00,0.22000,0.16000,0.07000
AZ,2020.00,109800.00,0.26000,0.18000,0.12000
AZ,2020.00,70810.00,0.17000,0.15000,0.07000
AZ,2020.00,88020.00,0.26000,0.17000,0.09000
AR,2020.00,121430.00,0.29000,0.21000,0.14000
AR,2020.00,103450.00,0.23000,0.19000,0.12000
AR,2020.00,106680.00,0.26000,0.17000,0.12000
AR,2020.00,112570.00,0.25000,0.20000,0.13000
CA,2020.00,84690.00,0.24000,0.18000,0.08000
CA,2020.00,68210.00,0.19000,0.16000,0.06000
CA,2020.00,69170.00,0.15000,0.15000,0.07000
CA,2020.00,58990.00,0.11000,0.14000,0.04000
CA,2020.00,57480.00,0.16000,0.14000,0.05000
CA,2020.00,91000.00,0.22000,0.17000,0.08000
CA,2020.00,66600.00,0.17000,0.14000,0.05000
CA,2020.00,88580.00,0.24000,0.17000,0.08000
CA,2020.00,76650.00,0.19000,0.16000,0.06000
CA,2020.00,74740.00,0.14000,0.16000,0.07000
CA,2020.00,54750.00,0.17000,0.14000,0.03000
CA,2020.00,74390.00,0.24000,0.15000,0.05000
CA,2020.00,71940.00,0.20000,0.15000,0.05000
CA,2020.00,45260.00,0.14000,0.13000,0.03000
CA,2020.00,42800.00,0.16000,0.12000,0.03000
CA,2020.00,114200.00,0.29000,0.20000,0.10000
CA,2020.00,47890.00,0.16000,0.12000,0.04000
CA,2020.00,41110.00,0.16000,0.13000,0.02000
CA,2020.00,47530.00,0.12000,0.13000,0.03000
CA,2020.00,57830.00,0.16000,0.15000,0.05000
CA,2020.00,96570.00,0.25000,0.19000,0.09000
CA,2020.00,81650.00,0.19000,0.18000,0.06000
CA,2020.00,90830.00,0.23000,0.18000,0.08000
CA,2020.00,58650.00,0.17000,0.15000,0.06000
CA,2020.00,55110.00,0.21000,0.15000,0.04000
CA,2020.00,49500.00,0.14000,0.14000,0.04000
CA,2020.00,59060.00,0.15000,0.14000,0.05000
CA,2020.00,87780.00,0.22000,0.16000,0.10000
CA,2020.00,74590.00,0.21000,0.17000,0.10000
CA,2020.00,70200.00,0.17000,0.15000,0.06000
CA,2020.00,70170.00,0.20000,0.16000,0.06000
CA,2020.00,53690.00,0.15000,0.14000,0.06000
CA,2020.00,57360.00,0.19000,0.13000,0.05000
CA,2020.00,105280.00,0.30000,0.19000,0.10000
CA,2020.00,59450.00,0.18000,0.15000,0.06000
CA,2020.00,88100.00,0.22000,0.18000,0.08000
CA,2020.00,80810.00,0.20000,0.17000,0.07000
CA,2020.00,44270.00,0.15000,0.14000,0.05000
CA,2020.00,47470.00,0.14000,0.13000,0.04000
CA,2020.00,79970.00,0.24000,0.17000,0.09000
CA,2020.00,63020.00,0.17000,0.15000,0.06000
CA,2020.00,49300.00,0.08000,0.13000,0.04000
CA,2020.00,72930.00,0.19000,0.16000,0.06000
CA,2020.00,72370.00,0.18000,0.16000,0.08000
